ï»¿ID,Target,Tweet,Stance
"
1126",Atheism,st philomena invincible champion chastity pray u catholic semst,AGAINST
"
1127",Atheism,look around much enraptured awake spirituality semst,AGAINST
"
1128",Atheism,keep faith amazing thing life tend happen right moment give hope semst,AGAINST
"
1129",Atheism,god faithful gospel powerful spirit transforming church sunday semst,AGAINST
"
1130",Atheism,filled holy spirit began speak foreign tongue holy spirit prompted speak semst,AGAINST
"
1131",Atheism,moealqadi buddhism work except r judgement mexican american socialjustice worldpeace happy freedom semst,AGAINST
"
1132",Atheism,lot fun hearing sethandrewstta talk new book sacredcows thinkingatheist godlessgala semst,FAVOR
"
1133",Atheism,shout mountain top scream name praise christian go church worship semst,AGAINST
"
1134",Atheism,rt letha hughes belief cruel god make cruel man thomas paine christianity islam sacrilegesu semst,FAVOR
"
1135",Atheism,lavenderpurpleg hour need buy better weed l ght n weed semst,NONE
"
1136",Atheism,happy sun day friend find god sit breathe deeply count delusion pas semst,FAVOR
"
1137",Atheism,proud many multi colour profile picture seeing social medium past day awesome view lgbtrights semst,NONE
"
1138",Atheism,religion teach u satisfied understanding world richarddawkins semst,FAVOR
"
1139",Atheism,verily verily say unto servant greater lord john kjv lordoflords kingofkings semst,AGAINST
"
1140",Atheism,pair hand working gether far better thousand hand clasped prayer freedomfromreligion semst,FAVOR
"
1141",Atheism,prayer useless wasted unheard powerofprayer semst,AGAINST
"
1142",Atheism,good morning praise lord mercy endures forever repent usa jesusislord hallelujah praisethelord homosexuality semst,AGAINST
"
1143",Atheism,think message offend people must tell truth god word power change life semst,AGAINST
"
1144",Atheism,like banned ffaf freedom atheism foundation facebook guess harsh comment semst,AGAINST
"
1145",Atheism,thought go family lose someone tunisia shooting glad shot spot terrorist tunisia semst,NONE
"
1146",Atheism,happy sundayfunday mortal lovewins govmikehuckabee loses honestly icouldusealittlemorecowbell fsm atheist semst,FAVOR
"
1147",Atheism,aspiring warrior joined u chat moral scotusmarriage decision featured heavily topic lovewins semst,NONE
"
1148",Atheism,balance religion harm good freethinker semst,FAVOR
"
1149",Atheism,blind see amazing moment time celebrated religious zealot lovewins semst,FAVOR
"
1150",Atheism,moral landscape age billion reflection billion personal idea billion pleasure billion comfort bankrupt semst,NONE
"
1151",Atheism,going church african american realize make believe god supported slavery confed semst,FAVOR
"
1152",Atheism,take hold authority christ take back enemy stolen authority life calling semst,AGAINST
"
1153",Atheism,saw chembros essential festival brighton khole semst,NONE
"
1154",Atheism,growing watching david attenborough part reason feel way planet despising religion semst,FAVOR
"
1155",Atheism,hate try create something new get shut something old syfy creative life semst,NONE
"
1156",Atheism,religion like booger face earth atheist tissue church god pray semst,FAVOR
"
1157",Atheism,lack favor life favor lord surround shield p semst,AGAINST
"
1158",Atheism,u ietour wish lad would matured past christianity like got science education sotheyr stuck semst,FAVOR
"
1159",Atheism,light called light called darkness fear christ leading chicago newyork miami semst,AGAINST
"
1160",Atheism,kissmysassyass support equality myth something got messed semst,NONE
"
1161",Atheism,abbswinston charlesfrith religion bloody man made cause mankind hateful control give u semst,FAVOR
"
1162",Atheism,love finding perfect person learning see imperfect person perfectly love semst,NONE
"
1163",Atheism,blessed come name lord house lord bless psalm semst,AGAINST
"
1164",Atheism,bible expo truthcaster com please come thanks bible expo truth semst,AGAINST
"
1165",Atheism,dominance islam becomes evident smartphone type ramayana ramadan allah hu akbar semst,AGAINST
"
1166",Atheism,swiss proud announce shelleysegal guest honor year halloween party hunger task force food drive semst,NONE
"
1167",Atheism,narrowwaychurch u discriminate based ur religion ready discriminated religion pookstahr semst,FAVOR
"
1168",Atheism,rt marlamccarthy know god hand everything leave everything god hand rest peace rest semst,AGAINST
"
1169",Atheism,dumb politician u obligated sprinkle religious language talking constituent semst,FAVOR
"
1170",Atheism,peace leave peace give john semst,AGAINST
"
1171",Atheism,today help god remember let good day god full joy love amen god semst,AGAINST
"
1172",Atheism,enemy threatened faith decide live semst,AGAINST
"
1173",Atheism,took trouble lord cried answered prayer psalm signpost powerofprayer semst,AGAINST
"
1174",Atheism,believe god control mean need stressed worried semst,AGAINST
"
1175",Atheism,god religion made folk antiquity help explain thing freethinker semst,FAVOR
"
1176",Atheism,corinthian faith hope love abide three greatest love god love hope bible semst,AGAINST
"
1177",Atheism,god named god really another god freethinker semst,FAVOR
"
1178",Atheism,choice show truly far ability albus dumbledore harry potter humanist semst,NONE
"
1179",Atheism,sane person advocate positive change world would religion easy see damage semst,FAVOR
"
1180",Atheism,thou shalt boil kid mother milkexodus thank god atheist fundamentia bibleverses god christianity semst,FAVOR
"
1181",Atheism,whatiknowaboutislam helped find truth religion christianity buddhism judaism semst,AGAINST
"
1182",Atheism,cor stand firm always give fully work lord labor lord vain god semst,AGAINST
"
1183",Atheism,happiness pursuit life liberty thelupol theism futurism semst,FAVOR
"
1184",Atheism,raosahab everybody know except presstitutes semst,NONE
"
1185",Atheism,rt prayerbullets man god humble spirit retains honor prov semst,AGAINST
"
1186",Atheism,restore joy salvation grant willing spirit sustain psalm niv wordoflife semst,AGAINST
"
1187",Atheism,crucifixion christ lead world salvation thing started darkages skepticism semst,FAVOR
"
1188",Atheism,rt prayerbullets lord let prosper like abraham gen semst,AGAINST
"
1189",Atheism,weeping may endure night joy come morning may going midnight hour morning coming god semst,AGAINST
"
1190",Atheism,judge something humane ask feel happening beagoodfuckingperson semst,NONE
"
1191",Atheism,religion lie collective apophenia need certain condition keep disappearing semst,FAVOR
"
1192",Atheism,religion cause arrested social development stopped sense century ago semst,FAVOR
"
1193",Atheism,yes beautiful mammal world better around universalloveandalsotacos semst,NONE
"
1194",Atheism,god rejoices manifest faith hold word smith wigglesworth devotional semst,AGAINST
"
1195",Atheism,angel god pray u direct step protect u evil strive god daily life semst,AGAINST
"
1196",Atheism,pain setback part life stay faith put question mark god put period semst,AGAINST
"
1197",Atheism,rt prayerbullets jesus peace semst,AGAINST
"
1198",Atheism,rt prayerbullets allow enemy abort plan god life semst,AGAINST
"
1199",Atheism,jerrybrowngov shameonyou putting politician physician parentalrights sb semst,AGAINST
"
1200",Atheism,lord hope always trust semst,AGAINST
"
1201",Atheism,time forgot release bind historical fiction semst,AGAINST
"
1202",Atheism,dream end religion ap atheistrollcall teamatheist freethinker freedom semst,AGAINST
"
1203",Atheism,two hand working thousand clasped prayer madalyn murray hair semst,AGAINST
"
1204",Atheism,man made ideology always flawed due man limitation bias muslimssalvageyourselves semst,AGAINST
"
1205",Atheism,anitalea amen amen hallelujah lamb god worthy praised praisethelord christian church u semst,AGAINST
"
1206",Atheism,bigoted much rt rockymtsunshine doubt pink tights matching feather saw whole non thing semst,AGAINST
"
1207",Atheism,anyone feel ache think take stronger know semst,AGAINST
"
1208",Atheism,sentence postcard future version say hello spirituality semst,AGAINST
"
1209",Atheism,fail already win call quits god believe semst,AGAINST
"
1210",Atheism,drjohnstl good know disagree spirituality asit take away frm realizing human condition must focus reality semst,AGAINST
"
1211",Atheism,fooled prayer wicked useless user semst,AGAINST
"
1212",Atheism,rt paula white see invisible impossible seethegrapes semst,AGAINST
"
1213",Atheism,leedanielsent come waiting discover suppertalented dreamer gold empirefox humble motivation semst,AGAINST
"
1214",Atheism,jahservant sinner need savior semst,AGAINST
"
1215",Atheism,follow lead along path newness way never imagined jesus calling semst,AGAINST
"
1216",Atheism,take water life freely rev semst,AGAINST
"
1217",Atheism,hope one hurt whoisburningblackchurches endracism lovewins semst,AGAINST
"
1218",Atheism,break curse death spoken america people nation name jesus semst,AGAINST
"
1219",Atheism,fill church holy fascination man christ jesus need worthy onething magnificent obsession semst,AGAINST
"
1220",Atheism,zmanoj sanghparivarorg school served soya bean milk school instead egg outrage semst,AGAINST
"
1221",Atheism,credit rating would give debtor pay back unless dead semst,AGAINST
"
1222",Atheism,like green olive tree house god trust mercy god forever ever p semst,AGAINST
"
1223",Atheism,askbobby president would institute christian version sharia law semst,AGAINST
"
1224",Atheism,alomshaha bhahumanists friend looking forward semst,AGAINST
"
1225",Atheism,everything life long pleasing god always void heart semst,AGAINST
"
1226",Atheism,got make mind going trust god guide matter look like semst,AGAINST
"
1227",Atheism,christianprivilege knowing prayer promoted abed public school like taber glendon ftsask semst,AGAINST
"
1228",Atheism,bdutt lalitkmodi mohdasim ohh think r u seculr nice friend semst,AGAINST
"
1229",Atheism,instead let quick word prayer start try let quick pray start undefeated fca semst,AGAINST
"
1230",Atheism,pray hedge protection around mind body finance possession family name jesus semst,AGAINST
"
1231",Atheism,spend time god presence burden carry transferred shoulder capable one semst,AGAINST
"
1232",Atheism,important thing world important family pleasing god test produce undeniable faith semst,AGAINST
"
1233",Atheism,ktumulty reason people believe bible koran talmud etc ignorance lack education poverty intelligence semst,AGAINST
"
1234",Atheism,bha conference bristol great success member attendance bha semst,AGAINST
"
1235",Atheism,great meet staff bhahumanists better understand role help local group bha semst,AGAINST
"
1236",Atheism,draliceroberts awarded humanist year gala dinner even signed book u bha semst,AGAINST
"
1237",Atheism,look forward birmingham bha bha semst,AGAINST
"
1238",Atheism,jeff hollander bless almighty god almighty holy spirit messiah semst,AGAINST
"
1239",Atheism,brasilmagic ignorance people gotta love learn love well endracism loveyourneighbor peace semst,AGAINST
